"Catalog","Catalog","module","Magento_CatalogRule",,
"Wrong rule specified.","Regula greşită specificate.","module","Magento_CatalogRule",,
"You saved the rule.","Aţi salvat o regulă.","module","Magento_CatalogRule",,
"Something went wrong while saving the rule data. Please review the error log.","Ceva gresit la salvarea datelor de regula. Vă rugăm să revedeţi jurnal de erori.","module","Magento_CatalogRule",,
"Promo","Promo","module","Magento_CatalogRule",,
"Could not rebuild index for empty products array","Nu putea reconstrui index pentru matrice de produse gol","module","Magento_CatalogRule",,
"We can't rebuild the index for an undefined product.","Nu putem reconstrui index pentru un produs nedefinite.","module","Magento_CatalogRule",,
"Percentage discount should be between 0 and 100.","Procentul de reducere trebuie să fie între 0 şi 100.","module","Magento_CatalogRule",,
"Discount value should be 0 or greater.","Valoare remiză trebuie să fie de 0 sau mai mare.","module","Magento_CatalogRule",,
"Unknown action.","Acţiune de necunoscut.","module","Magento_CatalogRule",,
"Update the Product","Actualizaţi produsul","module","Magento_CatalogRule",,
"Rule price","Pretul de regulă","module","Magento_CatalogRule",,
"To Fixed Value","La valoare fixă","module","Magento_CatalogRule",,
"To Percentage","Procentajul de","module","Magento_CatalogRule",,
"By Fixed value","Prin valoare fixă","module","Magento_CatalogRule",,
"By Percentage","De procentul de","module","Magento_CatalogRule",,
"Update product's %1 %2: %3","Produs de actualizare %1 %2: %3","module","Magento_CatalogRule",,
"Conditions Combination","Combinaţie de condiţii","module","Magento_CatalogRule",,
"Product Attribute","Atributul de produs","module","Magento_CatalogRule",,
"Updated rules applied.","Actualizat regulile aplicate.","module","Magento_CatalogRule",,
"You disabled %1 Catalog Price Rules based on ""%2"" attribute.","Aţi dezactivat %1 pretul de catalog pe baza normelor ""%2"".","module","Magento_CatalogRule",,
"Catalog Rule Product","Catalog produs de regulă","module","Magento_CatalogRule",,
"Indexed rule/product association","Regula/produs asociatiei indexate","module","Magento_CatalogRule",,
"Catalog Product Rule","Catalog produs regula","module","Magento_CatalogRule",,
"Indexed product/rule association","Indexate produs/regula association","module","Magento_CatalogRule",,
"Rule","Regula","module","Magento_CatalogRule",,
"Start","Porniţi","module","Magento_CatalogRule",,
"End","Scop","module","Magento_CatalogRule",,
"Web Site","Site Web","module","Magento_CatalogRule",,
"Home","Acasă","module","Magento_CatalogSearch",,
"Go to Home Page","Mergeţi la pagina de întâmpinare","module","Magento_CatalogSearch",,
"Catalog Advanced Search","Catalog CAUTARE AVANSATA","module","Magento_CatalogSearch",,
"All","Toate","module","Magento_CatalogSearch",,
"Yes","Da","module","Magento_CatalogSearch",,
"No","Nr.","module","Magento_CatalogSearch",,
"Results","Rezultatele","module","Magento_CatalogSearch",,
"Grid","Grilă","module","Magento_CatalogSearch",,
"List","Listă","module","Magento_CatalogSearch",,
"Search Weight","Greutatea de căutare","module","Magento_CatalogSearch",,
"Relevance","Relevanţa","module","Magento_CatalogSearch",,
"Search results for: '%1'","Rezultate căutare pentru: '%1'","module","Magento_CatalogSearch",,
"Minimum Search query length is %1","Lungimea minimă de interogare de căutare este %1","module","Magento_CatalogSearch",,
"Please specify at least one search term.","Vă rugăm să specificaţi cel puţin un termen de căutare.","module","Magento_CatalogSearch",,
"%1 and greater","%1 şi mai mare","module","Magento_CatalogSearch",,
"up to %1","Până la %1","module","Magento_CatalogSearch",,
"Category","Categorie","module","Magento_CatalogSearch",,
"%1 and above","%1 şi de mai sus.","module","Magento_CatalogSearch",,
"%1 - %2","%1 - %2","module","Magento_CatalogSearch",,
"Bucket do not exists","Cupă nu există","module","Magento_CatalogSearch",,
"Product","Produs","module","Magento_CatalogSearch",,
"Search Settings","Setări de căutare","module","Magento_CatalogSearch",,
"Search","Căutare","module","Magento_CatalogSearch",,
"Advanced Search","Căutare avansată","module","Magento_CatalogSearch",,
"<strong>%1 item</strong> were found using the following search criteria","<strong>%1 element</strong> au fost găsite folosind următoarele criterii de căutare","module","Magento_CatalogSearch",,
"<strong>%1 items</strong> were found using the following search criteria","<strong>%1 articole</strong> au fost găsite folosind următoarele criterii de căutare","module","Magento_CatalogSearch",,
"We can't find any items matching these search criteria.","Nu putem găsi orice elemente matching aceste criterii de căutare.","module","Magento_CatalogSearch",,
"Modify your search","Modificaţi căutarea","module","Magento_CatalogSearch",,
"name","Nume","module","Magento_CatalogSearch",,
"Don't see what you're looking for?","Nu vad de ce căutaţi?","module","Magento_CatalogSearch",,
"Your search returned no results.","Căutarea nu a returnat niciun rezultat.","module","Magento_CatalogSearch",,
"Popular Search Terms","Termeni de căutare populare","module","Magento_CatalogSearch",,
"Catalog Search","Căutare Catalog","module","Magento_CatalogSearch",,
"Minimal Query Length","Lungimea de interogare minimă","module","Magento_CatalogSearch",,
"Maximum Query Length","Lungimea de interogare maximă","module","Magento_CatalogSearch",,
"Rebuild Catalog product fulltext search index","Reasamblaţi Catalog produs fulltext index de căutare","module","Magento_CatalogSearch",,
"Create Permanent Redirect for old URL","Creaţi Redirecţionare permanentă pentru vechiul URL","module","Magento_CatalogUrlRewrite",,
"Category URL Suffix","Categoria URL Indice","module","Magento_CatalogUrlRewrite",,
"You need to refresh the cache.","Aveţi nevoie pentru a reîmprospăta memoria cache.","module","Magento_CatalogUrlRewrite",,
"Product URL Suffix","Indice de produs URL","module","Magento_CatalogUrlRewrite",,
"Use Categories Path for Product URLs","Utilizaţi Categorii cale pentru produs de URL","module","Magento_CatalogUrlRewrite",,
"Create Permanent Redirect for URLs if URL Key Changed","Creaţi Redirect Permanent pentru URL-uri dacă tasta URL Schimbat","module","Magento_CatalogUrlRewrite",,
"Conditions Combination","Combinaţie de condiţii","module","Magento_CatalogWidget",,
"Product Attribute","Atributul de produs","module","Magento_CatalogWidget",,
"SKU","SKU","module","Magento_CatalogWidget",,
"Please choose a condition to add.","Vă rugăm să alegeţi o condiţie pentru a adăuga.","module","Magento_CatalogWidget",,
"Add to Cart","Adaugă în Coș","module","Magento_CatalogWidget",,
"In stock","În stoc","module","Magento_CatalogWidget",,
"Out of stock","Lipsă stoc","module","Magento_CatalogWidget",,
"Add to Wish List","Adăugare în listă favorite","module","Magento_CatalogWidget",,
"Add to Compare","Adăugaţi pentru a compara","module","Magento_CatalogWidget",,
"Catalog Products List","Catalog Produse Lista","module","Magento_CatalogWidget",,
"List of Products","Lista de produse","module","Magento_CatalogWidget",,
"Title","Titlul","module","Magento_CatalogWidget",,
"Display Page Control","În pagina de comandă","module","Magento_CatalogWidget",,
"Number of Products per Page","Numărul de produse pe pagină","module","Magento_CatalogWidget",,
"Number of Products to Display","Număr de produse de afişaj","module","Magento_CatalogWidget",,
"Template","Şablon","module","Magento_CatalogWidget",,
"Products Grid Template","Şablonul de grilă de produse","module","Magento_CatalogWidget",,
"Cache Lifetime (Seconds)","Memoria cache de viaţă (secunde)","module","Magento_CatalogWidget",,
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.","86400 implicit, dacă nu a fost setată. Pentru a reîmprospăta instantaneu, ştergeţi memoria cache de ieşire de blocuri HTML.","module","Magento_CatalogWidget",,
"Conditions","Condiţii","module","Magento_CatalogWidget",,
"Shopping Cart","Cos de cumparaturi","module","Magento_Checkout",,
"Review & Payments","Revizuire & Plata","module","Magento_Checkout",,
"Invalid method: %1","Metoda invalid: %1","module","Magento_Checkout",,
"City","Oraş","module","Magento_Checkout",,
"You can create an account after checkout.","Iti poti face un cont dupa comanda.","module","Magento_Checkout",,
"Country","Ţară","module","Magento_Checkout",,
"Item in Cart","Produs in cos","module","Magento_Checkout",,
"View Cart","Vezi cosul","module","Magento_Checkout",,
"Shipping","Livrare","module","Magento_Checkout",,
"Email Address","Adresa mail","module","Magento_Checkout",,
"State/Province","Judeţ","module","Magento_Checkout",,
"Zip/Postal Code","Codul poştal","module","Magento_Checkout",,
"My Cart (1 item)","Cosul meu (1 element)","module","Magento_Checkout",,
"My Cart (%1 items)","Cosul meu (%1 articole)","module","Magento_Checkout",,
"My Cart","Cosul meu","module","Magento_Checkout",,
"Minimum order amount is %1","Suma minimă de comandă este %1","module","Magento_Checkout",,
"Customer is already registered","Clientul este deja înregistrat","module","Magento_Checkout",,
"Your session has expired","Sesiunea dvs. a expirat","module","Magento_Checkout",,
"You added %1 to your shopping cart.","Aţi adăugat %1 în coș.","module","Magento_Checkout",,
"We can't add this item to your shopping cart right now.","Nu putem adăuga acest articol la cosul de cumparaturi acum.","module","Magento_Checkout",,
"Out of stock","Lipsă stoc","module","Magento_Checkout",,
"We can't find the quote item.","Nu putem găsi element de ofertă.","module","Magento_Checkout",,
"We cannot configure the product.","Nu putem configura produsul.","module","Magento_Checkout",,
"You used coupon code ""%1"".","Aţi utilizat codul de cupon ""%1"".","module","Magento_Checkout",,
"The coupon code ""%1"" is not valid.","Codul de cupon ""%1"" nu este valid.","module","Magento_Checkout",,
"You canceled the coupon code.","Aţi anulat codul de cupon.","module","Magento_Checkout",,
"We cannot apply the coupon code.","Nu putem aplica codul de cupon.","module","Magento_Checkout",,
"We can't remove the item.","Nu putem scoate elementul.","module","Magento_Checkout",,
"%1 was updated in your shopping cart.","%1 a fost actualizat in cos.","module","Magento_Checkout",,
"We can't update the item right now.","Nu putem actualiza elementul acum.","module","Magento_Checkout",,
"We can't update the shopping cart.","Nu putem actualiza cos de cumparaturi.","module","Magento_Checkout",,
"One-page checkout is turned off.","O pagina de comanda este oprit.","module","Magento_Checkout",,
"Guest checkout is disabled.","Guest comanda este dezactivată.","module","Magento_Checkout",,
"Checkout","Comanda","module","Magento_Checkout",,
"Order Summary","Sumar comanda","module","Magento_Checkout",,
"Page not found.","Pagina nu a fost găsită.","module","Magento_Checkout",,
"Please agree to all the terms and conditions before placing the order.","Vă rugăm să acceptaţi toţi termenii şi condiţiile înainte de plasarea comenzii.","module","Magento_Checkout",,
"Something went wrong while processing your order. Please try again later.","Ceva greşit în timp ce procesarea comenzii dvs. Vă rugăm să încercaţi din nou mai târziu.","module","Magento_Checkout",,
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","%1 nu se extind \ Magento\Comanda\CustomerData\ItemInterface","module","Magento_Checkout",,
"We can't find the product.","Nu putem găsi produsul.","module","Magento_Checkout",,
"The product does not exist.","Produsul nu exista.","module","Magento_Checkout",,
"We don't have some of the products you want.","Nu avem unele dintre produsele doriţi.","module","Magento_Checkout",,
"We don't have as many of some products as you want.","Nu avem ca multe din unele produse doriţi.","module","Magento_Checkout",,
"Quantity was recalculated from %1 to %2","Cantitatea a fost recalculată de la %1 la %2","module","Magento_Checkout",,
"We adjusted product quantities to fit the required increments.","Cantităţile de produs am reglat pentru a monta creşteri de necesar.","module","Magento_Checkout",,
"This quote item does not exist.","Acest element de ofertă nu exista.","module","Magento_Checkout",,
"Display number of items in cart","Afişare număr de articole în coş","module","Magento_Checkout",,
"Display item quantities","Elementul de afişare cantitatile","module","Magento_Checkout",,
"Shipping address is not set","Adresa de livrare nu este setată","module","Magento_Checkout",,
"Unable to save address. Please, check input data.","Nu se pot salva adresa. Vă rugăm să verificaţi datele de intrare.","module","Magento_Checkout",,
"Carrier with such method not found: %1, %2","Transportator cu astfel de metode nu a fost găsit: %1, %2","module","Magento_Checkout",,
"Unable to save shipping information. Please, check input data.","Nu se pot salva informaţiile de livrare. Vă rugăm să verificaţi datele de intrare.","module","Magento_Checkout",,
"Cart contains virtual product(s) only. Shipping address is not applicable.","Cumparaturi virtual produs(e). Adresa de livrare nu este aplicabil.","module","Magento_Checkout",,
"Shipping method is not applicable for empty cart","Metoda de expediere nu este aplicabilă pentru cosul gol","module","Magento_Checkout",,
" item"," 
Obiect","module","Magento_Checkout",,
" items"," 
Articole","module","Magento_Checkout",,
"Totals calculation is not applicable to empty cart","Calcularea de totaluri nu este aplicabil pentru cosul gol","module","Magento_Checkout",,
"Invalid data","Date invalide","module","Magento_Checkout",,
"The customer address is not valid.","Adresa clientului nu este valid.","module","Magento_Checkout",,
"Invalid shipping method","Metoda de expediere invalidă","module","Magento_Checkout",,
"There are more than one shipping addresses.","Există mai multe adrese de livrare.","module","Magento_Checkout",,
"Sorry, guest checkout is not available.","Ne pare rău, guest comanda nu este disponibil.","module","Magento_Checkout",,
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Trebuie să validaţi contul dvs.. Vă rugăm să vă verificaţi e-mailul pentru link de confirmare sau <a href=""%1"">faceţi clic aici</a> pentru un link nou.","module","Magento_Checkout",,
"Load customer quote error","Eroare de cotație clientului de sarcină","module","Magento_Checkout",,
"Error message!","Mesaj de eroare!","module","Magento_Checkout",,
"Error!","Eroare!","module","Magento_Checkout",,
"Wrong minimum amount.","Suma minimă greşită.","module","Magento_Checkout",,
"Message","Mesaj","module","Magento_Checkout",,
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>","<a href=""%1"" onclick=""acest.target=""_blank"""" class=""print"">Print primirea</a>","module","Magento_Checkout",,
"Apply Discount Code","Aplicaţi Cod de reducere","module","Magento_Checkout",,
"Enter discount code","Introducere cod de reducere","module","Magento_Checkout",,
"Apply Discount","Aplicaţi reduceri","module","Magento_Checkout",,
"Cancel Coupon","Cuponul de anulare","module","Magento_Checkout",,
"Shopping Cart Items","Cos de cumparaturi articole","module","Magento_Checkout",,
"Item","Obiect","module","Magento_Checkout",,
"Price","Preţ","module","Magento_Checkout",,
"Qty","Cant.","module","Magento_Checkout",,
"Subtotal","Subtotal","module","Magento_Checkout",,
"Continue Shopping","Continuare cumpărături","module","Magento_Checkout",,
"Clear Shopping Cart","Ştergeţi Cos de cumparaturi","module","Magento_Checkout",,
"Update Shopping Cart","Actualizare Cos de cumparaturi","module","Magento_Checkout",,
"Update Cart","Cosul de actualizare","module","Magento_Checkout",,
"See price before order confirmation.","Consultaţi înainte de confirmarea comenzii de preţ.","module","Magento_Checkout",,
"What's this?","Ce e?","module","Magento_Checkout",,
"Edit item parameters","Parametrii de Editare element","module","Magento_Checkout",,
"Edit","Editare","module","Magento_Checkout",,
"Remove item","Demontaţi elementul","module","Magento_Checkout",,
"You have no items in your shopping cart.","Nu aveți nici un produs în coș.","module","Magento_Checkout",,
"Click <a href=""%1"">here</a> to continue shopping.","Click <a href=""%1"">aici</a> pentru a continua cumpărăturile.","module","Magento_Checkout",,
"Estimate Tax","Estimarea taxei","module","Magento_Checkout",,
"Estimate Shipping and Tax","Estimare Livrare şi fiscale","module","Magento_Checkout",,
"Excl. Tax","Excl. Impozit","module","Magento_Checkout",,
"Loading...","Încărcarea...","module","Magento_Checkout",,
"Order #","Scopul #","module","Magento_Checkout",,
"Proceed to Checkout","Continuare cu Finalizarea Comenzii","module","Magento_Checkout",,
"Product Name","Nume produs","module","Magento_Checkout",,
"Incl. Tax","Incl. Impozit","module","Magento_Checkout",,
"Your order number is: %1.","Numărul de comandă este: %1.","module","Magento_Checkout",,
"Your order # is: <span>%1</span>.","Comanda dumneavoastră # este: <span>%1</span>.","module","Magento_Checkout",,
"We'll email you an order confirmation with details and tracking info.","Vă vom trimite un e-mail de confirmare a comenzii cu detalii şi informaţii de urmărire.","module","Magento_Checkout",,
"Payment Transaction Failed","Plata Tranzacţie eşuată","module","Magento_Checkout",,
"Reason","Motiv","module","Magento_Checkout",,
"Checkout Type","Comanda de tip","module","Magento_Checkout",,
"Customer:","Client:","module","Magento_Checkout",,
"Items","Articole","module","Magento_Checkout",,
"Total:","Total:","module","Magento_Checkout",,
"Billing Address:","Adresa de facturare:","module","Magento_Checkout",,
"Shipping Address:","Adresă de expediere:","module","Magento_Checkout",,
"Shipping Method:","Metoda de expediere:","module","Magento_Checkout",,
"Payment Method:","Metoda de plată:","module","Magento_Checkout",,
"Date & Time:","Data şi ora:","module","Magento_Checkout",,
"Checkout Options","Opţiuni de verificare","module","Magento_Checkout",,
"Enable Onepage Checkout","Permite Onepage comanda","module","Magento_Checkout",,
"Allow Guest Checkout","Permite Guest Checkout","module","Magento_Checkout",,
"Require Customer To Be Logged In To Checkout","Solicita Clientului să fie conectat pentru a comanda","module","Magento_Checkout",,
"Quote Lifetime (days)","Ofertă de viaţă (zile)","module","Magento_Checkout",,
"After Adding a Product Redirect to Shopping Cart","După adăugarea unui produs de redirecţionare către Cos de cumparaturi","module","Magento_Checkout",,
"My Cart Link","Cosul Meu Link","module","Magento_Checkout",,
"Display Cart Summary","Afişaj de cumparaturi sumar","module","Magento_Checkout",,
"Shopping Cart Sidebar","Cos cumparaturi bara laterală","module","Magento_Checkout",,
"Display Shopping Cart Sidebar","Afişaj Cos de cumparaturi bara laterală","module","Magento_Checkout",,
"Maximum Display Recently Added Item(s)","Afişare maximă Adăugate Recent element(s)","module","Magento_Checkout",,
"Payment Failed Emails","Plata a eşuat e-mailuri","module","Magento_Checkout",,
"Payment Failed Email Sender","Plata a eşuat Email Sender","module","Magento_Checkout",,
"Payment Failed Email Receiver","Plata a eşuat Receptor de e-mail.","module","Magento_Checkout",,
"Payment Failed Template","Plata Şablonul a eşuat","module","Magento_Checkout",,
"Email template chosen based on theme fallback when ""Default"" option is selected.","E-mail şablonul ales bazate pe tema selectării derivaţiilor atunci când opţiunea ""Default"" este selectat.","module","Magento_Checkout",,
"Send Payment Failed Email Copy To","Trimite plata copie de e-mail a eşuat","module","Magento_Checkout",,
"Separate by "","".","Separaţi de "","".","module","Magento_Checkout",,
"Send Payment Failed Email Copy Method","Trimite plata a eşuat e-mail metoda de copiere","module","Magento_Checkout",,
"Shipping","Livrare","module","Magento_Checkout",,
"Order Total","Suma totală a comenzii","module","Magento_Checkout",,
"Shipping Address","Adresa de livrare","module","Magento_Checkout",,
"Save Address","Adresa de salvare","module","Magento_Checkout",,
"Cancel","Anula","module","Magento_Checkout",,
"We'll send your order confirmation here.","Vă vom trimite confirmarea comenzii aici.","module","Magento_Checkout",,
"For delivery questions.","Pentru livrare.","module","Magento_Checkout",,
"Payment","Plata","module","Magento_Checkout",,
"Cart Subtotal","Cumparaturi Subtotal","module","Magento_Checkout",,
"Not yet calculated","Inca nu a calculat","module","Magento_Checkout",,
"We received your order!","Am primit comanda dvs.!","module","Magento_Checkout",,
"Thank you for your purchase!","Vă mulţumim pentru achiziţia dvs.!","module","Magento_Checkout",,
"Terms and Conditions","Termeni şi condiţii","module","Magento_CheckoutAgreements",,
"Add New Condition","Adăugare condiţie","module","Magento_CheckoutAgreements",,
"Save Condition","Starea de salvare","module","Magento_CheckoutAgreements",,
"Delete Condition","Şterge starea","module","Magento_CheckoutAgreements",,
"Edit Terms and Conditions","Termenii şi condiţiile de editare","module","Magento_CheckoutAgreements",,
"New Terms and Conditions","Noua Termeni si conditii","module","Magento_CheckoutAgreements",,
"Terms and Conditions Information","Termeni şi Condiţii Informaţii","module","Magento_CheckoutAgreements",,
"Condition Name","Starea Nume","module","Magento_CheckoutAgreements",,
"Status","Stare","module","Magento_CheckoutAgreements",,
"Enabled","Activată","module","Magento_CheckoutAgreements",,
"Disabled","Dezactivat","module","Magento_CheckoutAgreements",,
"Show Content as","Arată Conţinutul ca","module","Magento_CheckoutAgreements",,
"Text","Text","module","Magento_CheckoutAgreements",,
"HTML","HTML","module","Magento_CheckoutAgreements",,
"Applied","Aplicate","module","Magento_CheckoutAgreements",,
"Store View","Depozitaţi View","module","Magento_CheckoutAgreements",,
"Checkbox Text","Caseta de text","module","Magento_CheckoutAgreements",,
"Content","Conţinut","module","Magento_CheckoutAgreements",,
"Content Height (css)","Înălţimea de conţinut (CSS)","module","Magento_CheckoutAgreements",,
"Content Height","Înălţimea de conţinut","module","Magento_CheckoutAgreements",,
"ID","ID","module","Magento_CheckoutAgreements",,
"Condition","Starea","module","Magento_CheckoutAgreements",,
"Sales","Vânzări","module","Magento_CheckoutAgreements",,
"Checkout Conditions","Comanda Conditii","module","Magento_CheckoutAgreements",,
"Checkout Terms and Conditions","Comanda Termeni si conditii","module","Magento_CheckoutAgreements",,
"This condition no longer exists.","Această condiţie nu mai există.","module","Magento_CheckoutAgreements",,
"You deleted the condition.","Veţi elimina starea.","module","Magento_CheckoutAgreements",,
"Something went wrong  while deleting this condition.","Ceva greşit  
în timp ce ştergerea această condiţie.","module","Magento_CheckoutAgreements",,
"Edit Condition","Starea de editare","module","Magento_CheckoutAgreements",,
"New Condition","Condiţie nouă","module","Magento_CheckoutAgreements",,
"You saved the condition.","Aţi salvat starea.","module","Magento_CheckoutAgreements",,
"Something went wrong while saving this condition.","Ceva greşit în timp ce Salvarea această condiţie.","module","Magento_CheckoutAgreements",,
"Automatically","Automat","module","Magento_CheckoutAgreements",,
"Manually","Manual","module","Magento_CheckoutAgreements",,
"Please agree to all the terms and conditions before placing the order.","Vă rugăm să acceptaţi toţi termenii şi condiţiile înainte de plasarea comenzii.","module","Magento_CheckoutAgreements",,
"Unable to save checkout agreement %1","Nu se pot salva comanda acord %1","module","Magento_CheckoutAgreements",,
"Unable to remove checkout agreement %1","Imposibil să demontaţi comanda acord %1","module","Magento_CheckoutAgreements",,
"Checkout agreement with specified ID ""%1"" not found.","Comanda acord cu ID-ul specificat ""%1"" nu a fost găsit.","module","Magento_CheckoutAgreements",,
"Enable Terms and Conditions","Termenii şi condiţiile de activare","module","Magento_CheckoutAgreements",,
"Static Blocks","Blocurile de statică","module","Magento_Cms",,
"Add New Block","Adăugaţi noi cilindrilor","module","Magento_Cms",,
"Save Block","Blocul de salvare","module","Magento_Cms",,
"Delete Block","Blocul de ştergere","module","Magento_Cms",,
"Save and Continue Edit","Salvare şi continuare Editare","module","Magento_Cms",,
"Edit Block '%1'","Blocul de editare '%1'","module","Magento_Cms",,
"New Block","Bloc nou","module","Magento_Cms",,
"Block Information","Informaţii de bloc","module","Magento_Cms",,
"General Information","Informaţii generale","module","Magento_Cms",,
"Block Title","Titlul blocului","module","Magento_Cms",,
"Identifier","Identificator","module","Magento_Cms",,
"Store View","Depozitaţi View","module","Magento_Cms",,
"Status","Stare","module","Magento_Cms",,
"Enabled","Activată","module","Magento_Cms",,
"Disabled","Dezactivat","module","Magento_Cms",,
"Content","Conţinut","module","Magento_Cms",,
"ID","ID","module","Magento_Cms",,
"Title","Titlul","module","Magento_Cms",,
"Manage Pages","Gestionaţi de pagini","module","Magento_Cms",,
"Add New Page","Adăugare pagină nouă","module","Magento_Cms",,
"Save Page","Salvare pagină","module","Magento_Cms",,
"Delete Page","Pagina de ştergere","module","Magento_Cms",,
"Edit Page '%1'","Pagina de editare '%1'","module","Magento_Cms",,
"New Page","Pagină nouă","module","Magento_Cms",,
"Content Heading","Titlul de conţinut","module","Magento_Cms",,
"Page Layout","Macheta paginii","module","Magento_Cms",,
"Layout","Schema","module","Magento_Cms",,
"Layout Update XML","Schema XML de actualizare","module","Magento_Cms",,
"Custom Design","Design personalizat","module","Magento_Cms",,
"Custom Design From","Design personalizat de la","module","Magento_Cms",,
"Custom Design To","Design personalizat pentru a","module","Magento_Cms",,
"-- Please Select --","-- selectaţi --","module","Magento_Cms",,
"Custom Theme","Temă personalizată","module","Magento_Cms",,
"Custom Layout","Dispunerea personalizată","module","Magento_Cms",,
"Custom Layout Update XML","Actualizare de dispunere personalizată XML","module","Magento_Cms",,
"Design","Design","module","Magento_Cms",,
"Page Information","Pagina Informaţii","module","Magento_Cms",,
"Page Title","Titlul paginii","module","Magento_Cms",,
"URL Key","Tasta URL","module","Magento_Cms",,
"Relative to Web Site Base URL","Relativ la Web Site URL de bază","module","Magento_Cms",,
"Page Status","Pagina stare","module","Magento_Cms",,
"Meta Data","Metadatele","module","Magento_Cms",,
"Keywords","Cuvinte cheie","module","Magento_Cms",,
"Meta Keywords","Metacuvinte cheie","module","Magento_Cms",,
"Description","Descriere","module","Magento_Cms",,
"Meta Description","Meta descriere","module","Magento_Cms",,
"Created","Creat","module","Magento_Cms",,
"Modified","Modificate","module","Magento_Cms",,
"Action","Acţiune","module","Magento_Cms",,
"Preview","Previzualizare","module","Magento_Cms",,
"Media Storage","Stocare media","module","Magento_Cms",,
"Create Folder...","Creare folder...","module","Magento_Cms",,
"Delete Folder","Ştergere dosar","module","Magento_Cms",,
"Delete File","Ştergeţi fişierul","module","Magento_Cms",,
"Insert File","Introduceţi fişierul","module","Magento_Cms",,
"New Folder Name:","Noul Folder Name:","module","Magento_Cms",,
"Are you sure you want to delete this folder?","Sunteţi sigur că doriţi să ştergeţi acest dosar?","module","Magento_Cms",,
"Are you sure you want to delete this file?","Sunteţi sigur că doriţi să ştergeţi acest fişier?","module","Magento_Cms",,
"Images (%1)","Imagini (%1)","module","Magento_Cms",,
"Storage Root","Rădăcină de stocare","module","Magento_Cms",,
"Home","Acasă","module","Magento_Cms",,
"Go to Home Page","Mergeţi la pagina de întâmpinare","module","Magento_Cms",,
"CMS","CMS","module","Magento_Cms",,
"You deleted the block.","Aţi şters blocului.","module","Magento_Cms",,
"We can't find a block to delete.","Nu putem găsi un bloc pentru a şterge.","module","Magento_Cms",,
"This block no longer exists.","Acest bloc nu mai există.","module","Magento_Cms",,
"Edit Block","Blocul de editare","module","Magento_Cms",,
"Blocks","Blocuri","module","Magento_Cms",,
"Please correct the data sent.","Vă rugăm să corectaţi datele trimise.","module","Magento_Cms",,
"A total of %1 record(s) have been deleted.","Un total de %1 Record (s) au fost şterse.","module","Magento_Cms",,
"You saved the block.","- ai salvat cilindrilor.","module","Magento_Cms",,
"The page has been deleted.","Pagina a fost şters.","module","Magento_Cms",,
"We can't find a page to delete.","Nu putem găsi o pagină pentru a şterge.","module","Magento_Cms",,
"This page no longer exists.","Această pagină nu mai există.","module","Magento_Cms",,
"Edit Page","Pagina de editare","module","Magento_Cms",,
"Pages","Pagini","module","Magento_Cms",,
"Something went wrong while saving the page.","Ceva greşit în timp ce Salvarea pagina.","module","Magento_Cms",,
"A total of %1 record(s) have been disabled.","Un total de %1 Record (s) au fost dezactivate.","module","Magento_Cms",,
"A total of %1 record(s) have been enabled.","Un total de %1 Record (s) au fost activate.","module","Magento_Cms",,
"To apply changes you should fill in hidden required ""%1"" field","Pentru a aplica schimbările trebuie să completaţi în ascuns necesare ""%1""","module","Magento_Cms",,
"You saved this page.","Aţi salvat această pagină.","module","Magento_Cms",,
"The directory %1 is not writable by server.","Directorul %1 nu este incripþionabilã de server.","module","Magento_Cms",,
"Make sure that static block content does not reference the block itself.","Asiguraţi-vă că blocul static conţinutul nu este blocul de referinţă în sine.","module","Magento_Cms",,
"CMS Block with id ""%1"" does not exist.","CMS cilindrilor cu id ""%1"" nu există.","module","Magento_Cms",,
"Enabled by Default","Activat implicit","module","Magento_Cms",,
"Disabled by Default","Dezactivată implicit","module","Magento_Cms",,
"Disabled Completely","Complet dezactivate","module","Magento_Cms",,
"CMS Page with id ""%1"" does not exist.","Pagina CMS cu id ""%1"" nu există.","module","Magento_Cms",,
"A block identifier with the same properties already exists in the selected store.","Un identificator de bloc cu aceleaşi proprietăţi există deja în magazinul selectat.","module","Magento_Cms",,
"The page URL key contains capital letters or disallowed symbols.","Pagina URL conţine majuscule sau nepermis de simboluri.","module","Magento_Cms",,
"The page URL key cannot be made of only numbers.","Pagina URL cheia nu poate fi făcută doar din numere.","module","Magento_Cms",,
"Please rename the folder using only letters, numbers, underscores and dashes.","Vă rugăm redenumiţi folder utilizând numai litere, numere, caractere de subliniere, cratime.","module","Magento_Cms",,
"We found a directory with the same name. Please try another folder name.","Am găsit un director cu acelaşi nume. Vă rugăm să încercaţi un alt folder name.","module","Magento_Cms",,
"We cannot create a new directory.","Nu putem crea un nou director.","module","Magento_Cms",,
"We cannot delete directory %1.","Noi nu poate şterge directory %1.","module","Magento_Cms",,
"We can't upload the file right now.","Nu putem încărca fişierul acum.","module","Magento_Cms",,
"We can't delete root directory %1 right now.","Nu putem şterge directorul rădăcină %1 acum.","module","Magento_Cms",,
"Directory %1 is not under storage root path.","Director %1 nu este sub calea rădăcină de stocare.","module","Magento_Cms",,
